store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
LAKEFOREST - MD,112,701 RUSSELL AVENUE ,,GAITHERSBURG ,MD,20877,United States,3019471912,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
BATTLEFIELD - MO,279,2825 S GLENSTONE AVE ,,SPRINGFIELD ,MO,65804,United States,4178861308,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 06:00 PM; WEDNESDAY 10:00 AM - 06:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
THE OUTLET SHOPPES OKC - OK,804,7650 WEST RENO AVENUE ,,OKLAHOMA CITY ,OK,73127,United States,4054912698,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
PENN SQUARE - OK,191,1901 NW EXPRESSWAY ,,OKLAHOMA CITY ,OK,73118,United States,4058580858,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
HARFORD - MD,474,696 BEL AIR ROAD ,,BEL AIR ,MD,21014,United States,4104209371,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 05:00 PM,,0
HAMILTON - NJ,82,4403 BLACK HORSE PIKE ,,MAYS LANDING ,NJ,08330,United States,6096453883,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
HAGERSTOWN - MD,479,17301 VALLEY MALL ROAD ,,HAGERSTOWN ,MD,21740,United States,3015822515,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MORGANTOWN MALL WV,730,9500 MALL ROAD ,,MORGANTOWN ,WV,26501,United States,3049832130,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
PARKERSBURG - WV,486,272 GRAND CENTRAL MALL ,,VIENNA ,WV,26101,United States,3044202453,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
LIBERTY CENTER - OH,788,7100 FOUNDRY ROW ,,LIBERTY TOWNSHIP ,OH,45069,United States,5137790083,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 10:00 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
EASTGATE - OH,390,4601 EASTGATE BOULEVARD ,,CINCINNATI ,OH,45245,United States,5139478103,,,MONDAY Call Store for Hours; TUESDAY Call Store for Hours; WEDNESDAY Call Store for Hours; THURSDAY Call Store for Hours; FRIDAY Call Store for Hours; SATURDAY Call Store for Hours; SUNDAY Call Store for Hours,,0
ATLANTIC CITY OUTLETS - NJ,582,122 CHRISTOPHER COLUMBUS BLVD ,,ATLANTIC CITY ,NJ,08401,United States,6093440326,,,MONDAY 10:00 AM - 08:00 PM; TUESDAY 10:00 AM - 08:00 PM; WEDNESDAY 10:00 AM - 08:00 PM; THURSDAY 10:00 AM - 08:00 PM; FRIDAY 10:00 AM - 08:00 PM; SATURDAY 10:00 AM - 08:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
SOUTH PLAINS MALL - TX,766,6002 Slide Road ,,Lubbock ,TX,79414,United States,8067970805,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
NORTHPARK - MO,409,101 NORTH RANGELINE ROAD ,,JOPLIN ,MO,64801,United States,4176231744,,,MONDAY Call Store for Hours; TUESDAY Call Store for Hours; WEDNESDAY Call Store for Hours; THURSDAY Call Store for Hours; FRIDAY Call Store for Hours; SATURDAY Call Store for Hours; SUNDAY Call Store for Hours,,0
QUAIL SPRINGS - OK,223,2501 W. MEMORIAL ROAD ,,OKLAHOMA CITY ,OK,73134,United States,4057557933,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CINCINNATI OUTLET - OH,565,828 CINCINNATI PREMIUM OUTLET DR ,,MONROE ,OH,45050,United States,5135390046,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
EDINBURGH OUTLET - IN,562,11671 N EXECUTIVE DRIVE ,,EDINBURGH ,IN,46124,United States,8125262108,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
TRI-COUNTY - OH,96,11700 PRINCETON PIKE ,,CINCINNATI ,OH,45246,United States,5136713888,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
COLLEGE - IN,321,2840 EAST THIRD STREET ,,BLOOMINGTON ,IN,47401,United States,8123360290,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
JEFFERSONVILLE OUTLET - OH,595,8000 FACTORY SHOP BLVD. ,,JEFFERSONVILLE ,OH,43128,United States,7409489022,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
SOUTH COUNTY - MO,217,85 SOUTH COUNTY CENTERWAY ,,ST LOUIS ,MO,63129,United States,3144161076,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
SPRINGFIELD - PA,250,1250 BALTIMORE PIKE ,,SPRINGFIELD ,PA,19064,United States,6105447596,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
DEPTFORD - NJ,157,1750 DEPTFORD CENTER ROAD ,,DEPTFORD ,NJ,08096,United States,8568488010,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 10:00 AM - 09:30 PM,,0
CHERRY HILL - NJ,306,2000 ROUTE 38 ,,CHERRY HILL ,NJ,08002,United States,8564867667,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MOORESTOWN MALL - NJ,733,400 ROUTE 38 ,,MOORESTOWN ,NJ,08057,United States,8564392701,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
DAYTON - OH,205,2700 MIAMISBURG-CENTERVILLE RD. ,,DAYTON ,OH,45459,United States,9372913455,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
ST. CLAIR - IL,545,134 ST. CLAIR SQUARE ,,FAIRVIEW HEIGHTS ,IL,62208,United States,6186228964,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
YORK - PA,427,2899 WHITEFORD ROAD ,,YORK ,PA,17402,United States,7177514799,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 05:00 PM,,0
EXTON SQUARE - PA,374,316 EXTON SQUARE PARKWAY ,,EXTON ,PA,19341,United States,6105246871,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
PARK CITY - PA,343,757 PARK CITY CENTER ,,LANCASTER ,PA,17601,United States,7173975102,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
FAIRFIELD COMMONS - OH,485,2727 FAIRFIELD COMMONS ,,BEAVERCREEK ,OH,45431,United States,9374292068,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
TOWSON TOWN CENTER - MD,802,825 DULANEY RD. ,,TOWSON ,MD,21204,United States,4108251696,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 05:00 PM,,0
- ST. LOUIS OUTLETS - MO,712,18521 OUTLET BOULEVARD ,,CHESTERFIELD ,MO,63005,United States,6367782250,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
OCEAN COUNTY - NJ,352,1201 HOOPER AVENUE ,,TOMS RIVER ,NJ,08753,United States,7322448232,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
OSAGE BEACH OUTLET - MO,563,4540 OSAGE BEACH PARKWAY ,,OSAGE BEACH ,MO,65065,United States,5733481495,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
ELLISBURG - NJ,819,1592 KINGS HIGHWAY ,,NORTH CHERRY HILL ,NJ,08034,United States,8566162980,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
KOP - PA,393,160 NORTH GULPH ROAD ,,KING OF PRUSSIA ,PA,19406,United States,6102659424,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
HONEY CREEK MALL - IN,709,3401 SOUTH US HIGHWAY 41 ,,TERRA HAUTE ,IN,47802,United States,8122328897,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
FRANKLIN - PA,83,1400 FRANKLIN MILLS CIRCLE ,,PHILADELPHIA ,PA,19154,United States,2156122830,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
GREENWOOD - IN,235,1251 U.S. HIGHWAY 31 ,,NORTH GREENWOOD ,IN,46142,United States,3178894307,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WILLOW GROVE PARK - PA,790,2500 MORELAND ROAD ,,SPACE WILLOW GROVE ,PA,19090,United States,2156580126,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
NESHAMINY - PA,211,707 NESHAMINY MALL ,,BENSALEM ,PA,19020,United States,2153649112,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
TUTTLE CROSSING - OH,544,5043 TUTTLE CROSSING BLVD ,,DUBLIN ,OH,43016,United States,6147938102,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
CAPITAL CITY - PA,253,3574 CAPITAL CITY MALL DRIVE ,,CAMP HILL ,PA,17011,United States,7176129345,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MID-RIVERS - MO,216,1600 MID-RIVERS MALL ,,SAINT PETERS ,MO,63376,United States,6362786060,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WESTMORELAND - PA,265,ROUTE 30 EAST ,,GREENSBURG ,PA,15601,United States,7248348574,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 05:00 PM,,0
THE SHOPS AT PERRY CROSSING - IN,396,340 METROPOLIS ,,MILE PLAINFIELD ,IN,46168,United States,3178379682,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MONTGOMERY - PA,135,230 MONTGOMERY MALL ,,NORTH WALES ,PA,19454,United States,2154128727,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
OXFORD - PA,132,2300 E. LINCOLN HIGHWAY ,,LANGHORNE ,PA,19047,United States,2158910520,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
POLARIS - OH,168,1500 POLARIS PARKWAY ,,COLUMBUS ,OH,43240,United States,6148885586,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 12:00 PM - 06:00 PM,,0
PHILADELPHIA OUTLET - PA,469,18 LIGHTCAP ROAD ,,POTTSTOWN ,PA,19464,United States,6107055982,,,MONDAY 10:00 AM - 07:00 PM; TUESDAY 10:00 AM - 07:00 PM; WEDNESDAY 10:00 AM - 07:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
JACKSON OUTLET - NJ,558,537 MONMOUTH ROAD ,,JACKSON ,NJ,08527,United States,7328331456,,,MONDAY 10:00 AM - 07:00 PM; TUESDAY 10:00 AM - 07:00 PM; WEDNESDAY 10:00 AM - 07:00 PM; THURSDAY 10:00 AM - 07:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
MERCER MALL - NJ,818,3345 US HIGHWAY 1 ,,LAWRENCE TOWNSHIP ,NJ,08648,United States,6097166808,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
CIRCLE CENTRE - IN,388,49 WEST MARYLAND DRIVE ,,INDIANAPOLIS ,IN,46204,United States,3176382672,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
JERSEY SHORE - NJ,527,1 PREMIUM OUTLET BLVD. ,,TINTON FALLS ,NJ,07753,United States,7324933388,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 10:00 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 10:00 AM - 09:00 PM,,0
MONROEVILLE - PA,116,114 MONROEVILLE MALL ,,MONROEVILLE ,PA,15146,United States,4123738330,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
ROBINSON - PA,169,100 ROBINSON CENTRE DR. ,,PITTSBURGH ,PA,15205,United States,4127873669,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MONMOUTH - NJ,437,180 ROUTES 35 & 36 ,,EATONTOWN ,NJ,07724,United States,7325422596,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
FREEHOLD - NJ,440,3710 ROUTE 9 ,,FREEHOLD ,NJ,07728,United States,7324314258,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
CHESTERFIELD - MO,436,291 CHESTERFIELD MALL ,,CHESTERFIELD ,MO,63017,United States,6365361268,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
BRUNSWICK - NJ,395,755 ST ROUTE 18 ,,EAST BRUNSWICK ,NJ,08816,United States,7322574626,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
GALLERIA - PA,346,434 PITTSBURGH MILLS CIRCLE ,,TARENTUM ,PA,15084,United States,7242743901,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
LOGAN VALLEY - PA,316,ROUTE 220 & GOODS LANE ,,ALTOONA ,PA,16602,United States,8149434484,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
LEHIGH VALLEY - PA,386,124 LEHIGH VALLEY MALL ,,WHITEHALL ,PA,18052,United States,6102640574,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
