store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Washington Square,2231,9318 SW Washington Square Rd.,,Tigard,OR,97223,US,(503) 620-0604,45.453011,-122.782957,Sun - Sat:Closed; ,,0
Lakeport Commons,2232,"5001 Sergeant Rd, Ste 200",,Sioux City,IA,51106,US,(712) 276-0101,42.4481276,-96.3418978,Mon - Fri:10:00AM -  7:00PM; ,,0
Avalon Plaza Shopping Center,2233,2737-C N Salisbury Blvd,,Salisbury,MD,21801,US,(410) 341-0081,38.4166101,-75.5658912,Sun:11:00AM -  5:00PM; ,,0
Coastal North Town Center,2234,"1502 Hwy 17 North., Unit 2",,North Myrtle Beach,SC,29582,US,(843) 281-4060,33.8443457,-78.660127,Sun:11:00AM -  6:00PM; ,,0
Del Amo Fashion Center,2235,"21540 Hawthorne Blvd., Suite #422",,Torrance,CA,90503,US,(310) 750-3123,33.8260857,-118.3514708,Mon - Fri:10:00AM -  8:00PM; ,,0
Liberty Center,2236,7540 Gibson Street,,Liberty Township,OH,45069,US,(513) 712-1246,39.3714085,-84.3734633,Mon - Thu:10:00AM - 10:00PM; ,,0
Westfield Citrus Park,2241,8048 Citrus Park TC,,Tampa,FL,33625,US,(813) 926-6536,28.0660234,-82.5714961,Sun:12:00PM -  6:00PM; ,,0
131 West Jefferson Avenue,2242,"131 West Jefferson Ave, # 111",,Naperville,IL,60540,US,(630) 579-4207,41.7732758,-88.1507414,Sun:11:00AM -  6:00PM; ,,0
The Outlets of Little Rock,2243,"11201 Bass Pro Parkway, E-W116",,Little Rock,AR,72209,US,(501) 707-3080,34.6609179,-92.4079506,Sun:11:00AM -  6:00PM; ,,0
Woodbury Centre,2244,"15 Centre Drive, 7A & 7B","Suite 227, 7A & 7B",Central Valley,NY,10917,US,(845) 783-0236,41.314445,-74.133348,Sun - Thu:10:00AM -  7:00PM; ,,0
Cocoplum Village Shops,2245,17775 South Tamiami Trail,,North Port,FL,34287,US,(941) 564-3279,27.0465189,-82.2557462,Sun:11:00AM -  6:00PM; ,,0
Altamonte Mall,2246,"451 E Altamonte Drive, Ste 2147",,Altamonte Springs,FL,32701,US,(407) 670-1455,28.6665743,-81.3773794,Sun:12:00PM -  6:00PM; ,,0
Village on the Parkway,2247,5100 Beltline Road,,Dallas,TX,75254,US,(214) 530-2341,32.9516327,-96.8207005,Sun:12:00PM -  6:00PM; ,,0
Shops on Main,2248,"79 US HWY 41., Ste C&D",,Schererville,IN,46375,US,(219) 227-3889,41.4831184,-87.4504888,Sun:11:00AM -  6:00PM; ,,0
Staten Island Mall,2249,"2655 Richmond Ave, Sp 2610",,Staten Island,NY,10314,US,(718) 494-6135,40.5952146,-74.1827119,Sun:11:00AM -  6:00PM; ,,0
Solomon Pond Mall,2250,"601 Donald Lynch Blvd, N111",,Marlborough,MA,01752,US,(508) 229-0768,42.3561123,-71.6133216,Sun:11:00AM -  6:00PM; ,,0
Destin Commons,2252,"4367 Legendary Dr, D102",,Destin,FL,32541,US,(850) 654-0505,30.393638,-86.4262161,Mon - Thu:10:00AM - 10:00PM; ,,0
Augusta Mall,2253,"3450 Wrightsboro Rd., Ste A230",,Augusta,GA,30909,US,(706) 733-4440,33.4654142,-82.0805568,Sun:12:00PM -  6:00PM; ,,0
Town Center at Boca Raton,2254,"6000 Glades Rd, Ste C1340",,Boca Raton,FL,33431,US,(561) 395-5191,26.3659037,-80.1343444,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Brinton Lake,2255,"935 Baltimore Pike, Unit E200",,Glen Mills,PA,19342,US,(610) 361-0310,39.884571,-75.5324169,Sun:11:00AM -  6:00PM; ,,0
39 South Moger Avenue,2256,39 South Moger Avenue,,Mount Kisco,NY,10549,US,(914) 244-8982,41.2070688,-73.7288963,Sun:11:00AM -  5:00PM; ,,0
Commons at Calabasas,2257,4719 Commons Way,,Calabasas,CA,91302,US,(818) 591-8867,34.1533306,-118.6447506,Mon - Thu:10:00AM -  9:00PM; ,,0
Foothill Village,2258,"1340 Foothill Dr, Unit N1",,Salt Lake City,UT,84108,US,(801) 583-2323,40.7402445,-111.8270915,Sun:12:00PM -  5:00PM; ,,0
Lansdowne Shops,2259,"3371 Tates Creek Pike, Unit 6-A",,Lexington,KY,40502,US,(859) 268-1882,37.9950633,-84.496762,Mon - Wed:10:00AM -  9:00PM; ,,0
Pittsford Plaza,2260,"3349 Monroe Ave, Ste 45",,Rochester,NY,14618,US,(585) 586-6860,43.1022298,-77.5385893,Sun:12:00PM -  5:00PM; ,,0
South Coast Plaza,2261,"3333 Bear Street, Ste 203",,Costa Mesa,CA,92626,US,(714) 751-8518,33.692049,-117.892915,Mon - Fri:10:00AM -  8:00PM; ,,0
396 University Avenue,2262,396 University Ave,,Palo Alto,CA,94301,US,(650) 321-1850,37.4468966,-122.1602996,Sun:12:00PM -  6:00PM; ,,0
6780 East Genesee Street,2263,6780 E Genesee Street,,Fayetteville,NY,13066,US,(315) 289-0006,43.0312234,-76.0537929,Sun:12:00PM -  5:00PM; ,,0
Anderson Mall,2264,3131 N. Main Street,,Anderson,SC,29621,US,(864) 932-4409,34.539263,-82.67096,Sun:12:00PM -  6:00PM; ,,0
Springfield Town Center,2265,6817 Springfield Mall,,Springfield,VA,22150,US,(571) 317-6618,38.7738859,-77.1774606,Sun:12:00PM -  6:00PM; ,,0
Tanger Outlets Savannah,2266,"200 Tanger Outlet Blvd., Suite 605",,Pooler,GA,31322,US,(912) 988-4260,32.1343203,-81.2433877,Sun:10:00AM -  7:00PM; ,,0
The Mall of San Juan,2267,"1000 Mall of San Juan Boul, Ste 124",,San Juan,PR,00924,PR,(787) 759-2600,18.4118269,-66.0248715,Sun:11:00AM -  7:00PM; ,,0
The Outlet Shoppes of the Bluegrass,2268,1155 Buck Creek Rd,,Simpsonville,KY,40067,US,(502) 405-2001,38.2064126,-85.3518317,Sun:10:00AM -  7:00PM; ,,0
The Mall at Barnes Crossing,2269,1001 Barnes Crossing Rd,,Tupelo,MS,38804,US,(662) 690-1915,34.308135,-88.7020164,Sun:12:00PM -  6:00PM; ,,0
Columbia Mall (North Dakota),2270,2800 South Columbia Road,,Grand Forks,ND,58201,US,(701) 772-0257,47.892984,-97.0719151,Sun:12:00PM -  6:00PM; ,,0
The Mall at Greece Ridge,2271,106 Greece Ridge Center Drive,,Rochester,NY,14626,US,(585) 371-3194,43.2072758,-77.6881526,Sun:11:00AM -  5:00PM; ,,0
Cross Creek Mall,2272,"735 Cross Creek Mall, Suite 250",,Fayetteville,NC,28303,US,(910) 778-8613,35.0706924,-78.9616706,Sun:12:00PM -  6:00PM; ,,0
Yuma Palms Regional Center,2273,1305 South Yuma Palms Parkway,,Yuma,AZ,85365,US,(928) 783-3177,32.7034156,-114.6043277,Sun:11:00AM -  6:00PM; ,,0
The Colonnade on 5th,2274,"600 Fifth Avenue South, Ste 100",,Naples,FL,34102,US,(239) 643-3148,26.1410256,-81.7991816,Sun:12:00PM -  6:00PM; ,,0
Alamo Quarry Market,2276,"255 E Basse Rd, Ste 814",,San Antonio,TX,78209,US,(210) 828-1718,29.4978324,-98.4810464,Sun:12:00PM -  6:00PM; ,,0
Shoppes at Montage,2278,2321 Shoppes Blvd,,Moosic,PA,18507,US,(570) 961-1523,41.3630243,-75.6756946,Sun:12:00PM -  5:00PM; ,,0
Grove City Premium Outlets,2279,"1911 Leesburg Grove City, Spc 1050",,Grove City,PA,16127,US,(724) 748-9990,41.1397525,-80.1573579,Mon - Thu:9:00AM -  9:00PM; ,,0
Tanger Outlets - Jeffersonville,2280,"8000 Factory Shops Blvd., Ste 8200",,Jeffersonville,OH,43128,US,(740) 948-2508,39.6214117,-83.6010698,Sun:10:00AM -  7:00PM; ,,0
Grand Ave,2281,"1062 Grand Ave, Ste 130",,Saint Paul,MN,55105,US,(651) 227-5819,44.9397857,-93.1448114,Mon - Fri:10:00AM -  6:00PM; ,,0
St. Clair Square,2282,"6540 N Illinois Street, Ste 101",,Fairview Heights,IL,62208,US,(618) 624-2671,38.5946645,-89.983239,Sun:12:00PM -  6:00PM; ,,0
Arbor Lakes,2283,7817 Main Street N,,Maple Grove,MN,55369,US,(763) 416-3840,45.0963721,-93.4419218,Mon - Fri:10:00AM -  6:00PM; ,,0
New Town Shops on Main,2284,5106 Main St.,,Williamsburg,VA,23188,US,(757) 221-0021,37.2781095,-76.7407512,Sun:12:00PM -  6:00PM; ,,0
Providence Marketplace,2285,"401 S Mount Juliet Road, Ste 425",,Mount Juliet,TN,37122,US,(615) 773-4682,36.1687288,-86.5102731,Sun:12:00PM -  6:00PM; ,,0
Village at Colony Place,2286,156 Colony Place,,Plymouth,MA,02360,US,(508) 732-0253,41.9537348,-70.7180384,Sun:11:00AM -  6:00PM; ,,0
University Mall,2287,559 E University Pkwy,,Orem,UT,84097,US,(801) 802-7917,40.2738338,-111.6822127,Mon:10:00AM -  8:00PM; ,,0
Huebner Oaks Center,2288,"11745 W Interstate Hwy 10, Ste 523",,San Antonio,TX,78230,US,(210) 558-7690,29.412231,-98.4314335,Sun:12:00PM -  6:00PM; ,,0
Pavilions,2289,514 Pavilions Lane,,Sacramento,CA,95825,US,(916) 567-1894,38.5747195,-121.4103058,Sun:11:00AM -  6:00PM; ,,0
MarketFair,2290,"3535 US Route 1, Spc 304",,Princeton,NJ,08540,US,(609) 452-0089,40.3529326,-74.6127955,Sun:11:00AM -  5:00PM; ,,0
Stoneridge Shopping Center,2291,2631 Stoneridge Mall Rd,,Pleasanton,CA,94588,US,(925) 598-0010,37.6952613,-121.9251519,Sun:11:00AM -  7:00PM; ,,0
Augusta Commons,2292,"2222 Augusta St, Ste 2",,Greenville,SC,29605,US,(864) 233-2822,34.8227391,-82.392602,Sun:12:00PM -  6:00PM; ,,0
Creekside Place,2293,4862 S Highland Dr,,Salt Lake City,UT,84117,US,(801) 274-8988,40.663853,-111.8388426,Sun:12:00PM -  5:00PM; ,,0
5418 Wisconsin Avenue,2294,5418 Wisconsin Ave,,Chevy Chase,MD,20815,US,(301) 986-1122,38.9621804,-77.0871452,Sun:12:00PM -  6:00PM; ,,0
Laurelwood Shopping Center,2295,428 South Grove Park Road,,Memphis,TN,38117,US,(901) 684-6174,35.1196392,-89.9112473,Sun:12:00PM -  6:00PM; ,,0
La Canada Plaza,2296,"707 Foothill Boulevard, Ste 3",,La Canada,CA,91011,US,(818) 790-6018,34.2024129,-118.1940082,Mon - Fri:10:00AM -  8:00PM; ,,0
Tysons Corner Center,2297,"7990 Tysons Corner Cente, Space D1U",,McLean,VA,22102,US,(703) 917-6110,38.9182702,-77.2230819,Sun:11:00AM -  7:00PM; ,,0
Peachtree Battle Promenade,2298,"2385 Peachtree Rd, Ste A1CD",,Atlanta,GA,30305,US,(404) 495-0612,33.8198768,-84.3877071,Sun:12:00PM -  6:00PM; ,,0
McLean Center,2299,"6823 Redmond Drive, Unit B-5",,McLean,VA,22101,US,(703) 288-0323,38.9336654,-77.1802441,Mon - Fri:9:00AM -  7:00PM; ,,0
Promenade on the Peninsula,2300,"550 Deep Valley Drive, 177",,Rolling Hills Estate,CA,90274,US,(310) 265-8085,33.7715778,-118.3732448,Sun:11:00AM -  5:00PM; ,,0
833 East Las Olas Blvd,2301,833 East Las Olas Blvd.,,Fort Lauderdale,FL,33301,US,(954) 763-4297,26.1194309,-80.1342251,Sun:12:00PM -  6:00PM; ,,0
Plaza Mercado (Palm Springs),2302,"155 S Palm Canyon Dr, Unit B-4",,Palm Springs,CA,92262,US,(760) 416-7992,33.8219196,-116.5472417,Sun:12:00PM -  6:00PM; ,,0
The Florida Mall,2303,"8001 S Orange Blossom Tr, Room 1264",,Orlando,FL,32809,US,(407) 856-5500,28.4456895,-81.395417,Mon - Fri:10:00AM - 10:00PM; ,,0
Rivertown Crossings,2304,"3700 River Town Parkway, Ste 1148",,Grandville,MI,49418,US,(616) 532-8440,42.8794012,-85.7561264,Sun:11:00AM -  6:00PM; ,,0
3 Avenues Shopping Center,2305,2009 Indian River Blvd,,Vero Beach,FL,32960,US,(772) 794-4791,27.6381676,-80.3802706,Sun:12:00PM -  5:00PM; ,,0
Stonecrest at Piper Glen,2306,"7808 Rea Rd, Ste B",,Charlotte,NC,28277,US,(704) 543-8885,35.060754,-80.815083,Sun:12:00PM -  6:00PM; ,,0
Kingsgate Center,2307,"8201 Quaker Ave, Unit 122",,Lubbock,TX,79424,US,(806) 698-8636,33.5187505,-101.9037687,Sun:12:00PM -  6:00PM; ,,0
Kierland Commons,2308,"15211 N Kierland Bouleva, Suite 100",,Scottsdale,AZ,85254,US,(480) 607-6990,33.6245681,-111.9297497,Sun:11:00AM -  6:00PM; ,,0
Mayfaire Town Center,2316,909 Inspiration Drive,,Wilmington,NC,28405,US,(910) 256-2616,34.2420021,-77.8298383,Sun:12:00PM -  6:00PM; ,,0
The District at Green Valley Ranch,2317,2240 Village Walk Dr,,Henderson,NV,89052,US,(702) 837-9145,36.0216574,-115.0869873,Sun:11:00AM -  7:00PM; ,,0
Village Square at Dana Park,2318,"1660 S Val Vista Dr, Ste 121",,Mesa,AZ,85204,US,(480) 507-9231,33.3848448,-111.7567646,Sun:11:00AM -  6:00PM; ,,0
BelMar,2319,350 S Teller St,,Lakewood,CO,80226,US,(303) 922-7597,39.7100667,-105.0766587,Sun:11:00AM -  6:00PM; ,,0
Centralia Outlets,2320,1312 Lum Road,,Centralia,WA,98531,US,(360) 736-0600,46.7309962,-122.9775775,Sun:10:00AM -  7:00PM; ,,0
Tanger Outlet Center Westgate,2321,"6800 N 95th Avenue,  705",,Glendale,AZ,85305,US,(623) 877-8895,33.5347482,-112.2667391,Sun:10:00AM -  7:00PM; ,,0
Outlets of Mississippi,2322,"200 Bass Pro Drive, Suite 490",,Pearl,MS,39208,US,(601) 718-1801,32.2740308,-90.1533955,Sun:12:00PM -  7:00PM; ,,0
Carlsbad Premium Outlets,2323,"5600 Paseo del Norte, Ste A116",,Carlsbad,CA,92008,US,(760) 710-2489,33.1266409,-117.321292,Mon - Thu:9:00AM -  9:00PM; ,,0
Palladio at Broadstone,2324,"320 Palladio Pkwy, Suite 607",,Folsom,CA,95630,US,(916) 605-2717,38.6498044,-121.1189634,Sun:11:00AM -  6:00PM; ,,0
Shoppes at Chino Hills,2325,"13850 City Center Dr., Ste 5055",,Chino Hills,CA,91709,US,(909) 590-4612,34.0016017,-117.7307086,Mon - Thu:10:00AM -  9:00PM; ,,0
Birch Run Premium Outlets,2326,"8825 Marketplace Dr, Ste F380",,Birch Run,MI,48415,US,(989) 624-5736,43.2469359,-83.7776194,Sun:10:00AM -  7:00PM; ,,0
The Meadows at Lake Saint Louis,2327,"11 Meadows Circle Dr., Ste 428",,Lake Saint Louis,MO,63367,US,(636) 561-3353,38.7804729,-90.7889645,Sun:11:00AM -  6:00PM; ,,0
Gaffney Premium Outlets,2328,"100 Factory Shops Blvd, Ste 100",,Gaffney,SC,29341,US,(864) 487-0541,35.081803,-81.7118205,Sun:1:30PM -  7:00PM; ,,0
Jersey Shore Premium Outlets,2330,"One Premium Outlets Blvd., #437",,Tinton Falls,NJ,07753,US,(732) 493-5128,40.2243815,-74.0941358,Mon - Thu:10:00AM - 10:00PM; ,,0
Tanger Outlet Center Branson,2331,"300 Tanger Boulevard, Suite 206",,Branson,MO,65616,US,(417) 239-2793,36.6451868,-93.2645618,Sun:10:00AM -  7:00PM; ,,0
Cincinnati Premium Outlets,2332,413 Premium Outlet Drive,,Monroe,OH,45050,US,(513) 539-8661,39.432892,-84.3390495,Mon - Thu:9:00AM -  9:00PM; ,,0
Albertville Premium Outlets,2333,"6415 Labeaux Avenue NE, #A220",,Albertville,MN,55301,US,(763) 315-1171,45.24585,-93.669246,Sun:10:00AM -  7:00PM; ,,0
Williamsburg Premium Outlets,2334,"5715-74 Richmond Rd., Ste 74",,Williamsburg,VA,23188,US,(757) 229-1656,37.3210839,-76.7375873,Mon - Thu:9:00AM -  9:00PM; ,,0
The Outlet Shoppes at Oklahoma City,2335,"7634 W Reno Avenue, Ste 640",,Oklahoma City,OK,73127,US,(405) 787-8218,35.4624406,-97.6502462,Sun:11:00AM -  7:00PM; ,,0
Bellis Fair,2336,"One Bellis Fair Parkway, Suite 330",,Bellingham,WA,98226,US,(360) 676-2829,48.7860408,-122.4906589,Sun:11:00AM -  6:00PM; ,,0
Outlets at San Clemente,2337,"101 West Avenida Vista H, Suite 580",,San Clemente,CA,92672,US,(949) 456-8350,33.4595362,-117.5981784,Sun - Sat:10:00AM -  8:00PM; ,,0
Outlets at Traverse Mountain,2338,"3700 N Cabelas Blvd, Suite 317",,Lehi,UT,84043,US,(801) 901-1280,40.4354592,-111.884095,Sun:11:00AM -  6:00PM; ,,0
Nebraska Crossing Outlets,2339,"21215 Nebraska Crossing D, Ste D105",,Gretna,NE,68028,US,(402) 513-4038,41.0984146,-96.2488896,Sun:11:00AM -  6:00PM; ,,0
Manchester Designer Outlets,2340,442 Depot Street,,Manchester Center,VT,05255,US,(802) 362-2216,43.173313,-73.049706,Sun:10:00AM -  5:00PM; ,,0
The Shops at North Bridge,2341,520 North Michigan Ave,,Chicago,IL,60611,US,(312) 836-0023,41.8914107,-87.6249547,Sun:11:00AM -  7:00PM; ,,0
The Outlet Collection at Riverwalk,2342,"500 Port of New Orleans Pl, Ste 115",,New Orleans,LA,70130,US,(504) 434-3588,29.9472027,-90.0627359,Sun:12:00PM -  6:00PM; ,,0
Midtowne LIttle Rock,2354,"201 N University Avenue, Ste 210",,Little Rock,AR,72205,US,(501) 558-3030,34.7532888,-92.3406837,Sun:12:00PM -  6:00PM; ,,0
The Shops at Greenridge,2355,"1125 Woodruff Road, Ste 1701",,Greenville,SC,29607,US,(864) 284-6121,34.8291923,-82.3012549,Sun:12:00PM -  6:00PM; ,,0
Texarkana Pavilion,2356,4254 D Saint Michael Dr,,Texarkana,TX,75503,US,(903) 223-9039,33.4545223,-94.0966483,Sun:12:00PM -  6:00PM; ,,0
Queenstown Premium Outlets,2357,"102 Outlet Center Dr, Ste F080",,Queenstown,MD,21658,US,(410) 827-0251,38.983574,-76.1606,Mon - Thu:9:00AM -  9:00PM; ,,0
San Marcos Premium Outlets,2358,"3939 S Interstate Hwy 35, Ste 1300",,San Marcos,TX,78666,US,(512) 392-1901,29.8826,-97.9406,Sun:12:00PM -  6:00PM; ,,0
Rogue Valley Mall,2359,"1600 N Riverside Avenue, Ste 3005",,Medford,OR,97501,US,(541) 858-8853,42.3433769,-122.876795,Sun:11:00AM -  6:00PM; ,,0
Metropolis Shops on Dowlen,2360,"3195 Dowlen Road, Ste 102",,Beaumont,TX,77706,US,(409) 860-9763,30.1089978,-94.1691567,Sun:12:00PM -  6:00PM; ,,0
The Shops at Seven Oaks,2361,1937 Hoffmeyer Road,,Florence,SC,29501,US,(843) 662-0387,34.1908788,-79.8058859,Sun:1:30PM -  6:00PM; ,,0
Lighthouse Place Premium Outlets,2362,927 Lighthouse Place,,Michigan City,IN,46360,US,(219) 872-8699,41.7157327,-86.9074868,Sun:10:00AM -  6:00PM; ,,0
Steeplegate Mall,2363,"270 Loudon Rd, Ste 1160",,Concord,NH,03301,US,(603) 224-4421,43.2227443,-71.4857538,Sun:11:00AM -  6:00PM; ,,0
Nelson's Crossing,2364,"745 E Joyce Boulevard, Ste 101",,Fayetteville,AR,72703,US,(479) 527-9220,36.1229475,-94.1469005,Sun:12:00PM -  6:00PM; ,,0
Mesilla Valley Mall,2365,"700 S Telshor Blvd, Ste 1342",,Las Cruces,NM,88011,US,(575)522-0408,32.3106212,-106.7434388,Sun:12:00PM -  6:00PM; ,,0
The Summit Birmingham,2368,139 Summit Blvd,,Vestavia,AL,35243,US,(205) 298-0440,33.4442428,-86.7306324,Sun:12:00PM -  6:00PM; ,,0
Westfield Southgate,2369,3501 S Tamiami Trail,,Sarasota,FL,34239,US,(941) 957-6426,27.3010598,-82.5283338,Sun:12:00PM -  6:00PM; ,,0
Uptown Shopping Center,2370,2405 W Burnside Street,,Portland,OR,97210,US,(503) 227-5649,45.5239396,-122.7004018,Sun:11:00AM -  6:00PM; ,,0
Redmond Town Center,2371,"7425 166th Avenue NE, Ste C125",,Redmond,WA,98052,US,(425) 869-1875,47.6707934,-122.1188885,Sun:11:00AM -  7:00PM; ,,0
Woodbury Common,2372,"8285 Jericho Turnpike, Ste 11",,Woodbury,NY,11797,US,(516) 692-5098,40.8168544,-73.4662976,Sun:11:00AM -  6:00PM; ,,0
City Creek Center,2373,"50 South Main Street, Suite 102",,Salt Lake City,UT,84101,US,(801) 328-2424,40.6578871,-111.8909465,Mon - Thu:10:00AM - 10:00PM; ,,0
Old Town Center,2374,"50 University Avenue, Ste A285",,Los Gatos,CA,95030,US,(408) 395-9002,37.2230378,-121.981301,Sun:11:00AM -  5:00PM; ,,0
198 Westwood Avenue,2375,198 Westwood Ave.,,Westwood,NJ,07675,US,(201) 263-0273,40.99255,-74.030978,Sun:Closed; ,,0
The Avenue East Cobb,2376,"4475 Roswell Rd, Ste 1500",,Marietta,GA,30062,US,(770) 321-5624,33.9882766,-84.4205625,Sun:12:00PM -  6:00PM; ,,0
Plaza Royale,2377,"3842 Newberry Rd, Ste 1D",,Gainesville,FL,32607,US,(352) 381-8300,29.6537404,-82.3820717,Sun:12:00PM -  6:00PM; ,,0
Shops at Merrick Park,2378,"350 San Lorenzo Ave, Ste 2110",,Coral Gables,FL,33146,US,(305) 446-6932,25.7314228,-80.2601268,Sun:12:00PM -  6:00PM; ,,0
Ventura Boulevard,2379,12122 Ventura Blvd,,Studio City,CA,91604,US,(818) 763-8430,34.1431951,-118.3960151,Sun:11:00AM -  6:00PM; ,,0
West County Center,2380,"14 West County Center, 1046",,Des Peres,MO,63131,US,(314) 965-5040,38.6006664,-90.4470701,Sun:11:00AM -  6:00PM; ,,0
Bridgewater Commons,2381,"400 Commons Way, Ste 103",,Bridgewater,NJ,08807,US,(908) 252-0600,40.5861219,-74.6193168,Sun:11:00AM -  6:00PM; ,,0
Parkway Place,2382,"2801 Memorial Parkway SW, Spc 189",,Huntsville,AL,35801,US,(256) 536-6314,34.7072886,-86.5872707,Sun:12:00PM -  6:00PM; ,,0
North Point Village,2383,"7300 North Point Parkway, Ste 115",,Alpharetta,GA,30022,US,(770) 752-0016,34.0422922,-84.3017305,Sun:12:00PM -  6:00PM; ,,0
The Trails Shopping Center,2384,258 N Nova Rd,,Ormond Beach,FL,32174,US,(386) 672-5127,29.2839958,-81.0838611,Sun:12:00PM -  6:00PM; ,,0
Lynndale Shoppes,2385,"511 Red Banks Rd, Ste D",,Greenville,NC,27858,US,(252) 215-0771,35.5818354,-77.370984,Sun:12:00PM -  6:00PM; ,,0
Tuscola Outlets,2386,"A1200 Tuscola Boulevard, Suite 4013",,Tuscola,IL,61953,US,(217) 253-2166,39.7879322,-88.2688368,Mon:10:00AM -  9:00PM; ,,0
Lincoln City Outlets,2387,"1500 SE East Devils Lake, Suite 114",,Lincoln City,OR,97367,US,(541) 557-4124,44.9587207,-124.0105628,Sun:10:00AM -  6:00PM; ,,0
Log Jam Outlet Centers,2388,1476 State Route 9,,Lake George,NY,12845,US,(518) 793-0597,43.3678889,-73.697446,Sun - Thu:10:00AM -  6:00PM; ,,0
Mayfair Shopping Center,2389,130 East Jericho Turnpike,,Commack,NY,11725,US,(631) 864-1675,40.8435542,-73.2723502,Sun:11:00AM -  6:00PM; ,,0
The Village at Meridian,2390,"3525 East Longwing Lane, Ste 150",,Meridian,ID,83646,US,(208) 501-7684,43.6214188,-116.3504163,Sun:11:00AM -  6:00PM; ,,0
Southridge Mall,2391,5300 South 76 Street,,Greendale,WI,53129,US,(414) 209-0541,42.948344,-88.0042188,Sun:11:00AM -  6:00PM; ,,0
Osage Beach Premium Outlets,2392,"4540 Osage Beach Pkwy, Unit BB4",,Osage Beach,MO,65065,US,(573) 348-1449,38.1448465,-92.6275683,Mon - Thu:9:00AM -  9:00PM; ,,0
Tanger Outlet Center Howell,2393,1475 N. Burkhart Rd,,Howell,MI,48855,US,(517) 540-0544,42.6224659,-83.9978302,Sun:10:00AM -  7:00PM; ,,0
The Mall at Lexington Green,2394,161 Lexington Green Circle,,Lexington,KY,40503,US,(859) 317-6046,37.9945747,-84.524451,Sun:12:00PM -  6:00PM; ,,0
Waterloo Premium Outlets,2395,"655 New York 318., Suite B081",,Waterloo,NY,13165,US,(315) 539-1357,42.9564555,-76.9215918,Mon - Thu:10:00AM - 10:00PM; ,,0
Bridger Peaks Town Center,2396,"1500 North 19th Avenue, Suites I-K",,Bozeman,MT,59718,US,(406) 586-3485,45.6948045,-111.0623807,Sun:11:00AM -  5:00PM; ,,0
Livermore Premium Outlets,2397,2782 Paragon Outlet Drive.,,Livermore,CA,94551,US,(925) 456-0445,37.6818745,-121.7680088,Mon - Thu:9:00AM -  9:00PM; ,,0
Millcreek Mall,2398,654 Mill Creek Mall,,Erie,PA,16565,US,(814) 866-0640,42.0681078,-80.1039467,Sun:11:00AM -  5:00PM; ,,0
Tanger Outlets The Walk,2399,"112 N Christopher Colum, Suite 1225",,Atlantic City,NJ,08401,US,(609) 343-0280,39.3603023,-74.439126,Sun:10:00AM -  7:00PM; ,,0
Vero Beach Outlets,2400,"1792 94th Drive., Ste A -110",,Vero Beach,FL,32966,US,(772) 569-3165,27.6368939,-80.5213994,Mon - Thu:8:00AM -  8:00PM; ,,0
Anderson Towne Center,2401,7426 Beechmont Ave,,Cincinnati,OH,45255,US,(513) 232-5300,39.0744277,-84.3504833,Sun:12:00PM -  6:00PM; ,,0
Virginia Gateway,2403,7354 Atlas Walk Way,,Gainesville,VA,20155,US,(703) 753-4640,38.796311,-77.6093323,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Flowers Mill,2404,136 N Flowers Mill Rd,,Langhorne,PA,19047,US,(215) 752-3160,40.1822727,-74.9052066,Sun:11:00AM -  6:00PM; ,,0
Destiny USA,2405,10076 Destiny USA Drive,,Syracuse,NY,13204,US,(315) 474-0787,43.0717901,-76.1711906,Sun:11:00AM -  6:00PM; ,,0
Fashion Outlets of Chicago,2406,"5220 Fashion Outlets Wa, Suite 2180",,Rosemont,IL,60018,US,(847) 447-1071,41.975132,-87.8670641,Sun:10:00AM -  7:00PM; ,,0
Gaston Mall,2407,401 Cox Rd,,Gastonia,NC,28054,US,(704) 864-4426,35.2637842,-81.1356072,Sun:12:00PM -  6:00PM; ,,0
Presidential Square,2408,"813 Boardman-Poland Rd, Suite 9B",,Boardman,OH,44512,US,(330) 729-1021,41.0235484,-80.6393063,Sun:12:00PM -  5:00PM; ,,0
Providence Town Center,2409,"161 Market Street, Suite 1",,Collegeville,PA,19426,US,(610) 454-0280,40.1651525,-75.4801578,Sun:11:00AM -  6:00PM; ,,0
Clinton Crossing Premium Outlets,2410,"20-A Killingworth Turnpi, Suite 160",,Clinton,CT,06413,US,(860) 669-2097,41.2914101,-72.5327452,Sun:10:00AM -  6:00PM; ,,0
Valley Mall,2411,"2529 Main Street, Suite D-12",,Union Gap,WA,98903,US,(509) 469-2515,46.5653889,-120.4794747,Sun:11:00AM -  6:00PM; ,,0
Westfield Valencia Town Center,2413,"24201 W Valencia Blvd, Unit 3546",,Valencia,CA,91355,US,(661) 284-1289,34.4156571,-118.5576289,Sun:11:00AM -  6:00PM; ,,0
Sonoma Court Shops,2414,29 E Napa St,,Sonoma,CA,95476,US,(707) 933-0100,38.291611,-122.4571268,Sun:11:00AM -  6:00PM; ,,0
Fig Garden Village,2415,"768 W Shaw Ave, Ste 109",,Fresno,CA,93704,US,(559) 229-3596,36.8085027,-119.8050551,Sun:11:00AM -  6:00PM; ,,0
