store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Momentum Volkswagen of Clear Lake,425021,15100 Gulf Fwy,,Houston,TX,77034,USA,8008775819,29.5883,-95.1875,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Murfreesboro Volkswagen,407432,2203 Nw Broad Street,,Murfreesboro,TN,37129,USA,8663085679,35.8823,-86.4315,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Momentum Volkswagen,425038,2405 Richmond Ave,,Houston,TX,77098,USA,8556025091,29.7341,-95.4170,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Hallmark Volkswagen at Cool Springs,407458,620 Bakers Bridge Rd.,,Franklin,TN,37067,USA,8556571645,35.9588,-86.8036,Fri:08:30-20:30; Mon:08:30-20:30; Sat:08:30-19:00; Thu:08:30-20:30; Tue:08:30-20:30; Wed:08:30-20:30; Sun:closed; ,,0
Archer Volkswagen,425152,10400 Southwest Fwy,,Houston,TX,77074,USA,7132721700,29.6653,-95.5545,Fri:07:00-18:30; Mon:07:00-18:30; Sat:09:00-14:00; Thu:07:00-18:30; Tue:07:00-18:30; Wed:07:00-18:30; Sun:closed; ,,0
"Frema Motors, Inc.",409226,1112 Sunburst Drive,,Goldsboro,NC,27530,USA,8663082641,35.3827,-77.9400,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Sun:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; ,,0
DeMontrond Automotive Group Inc.,425129,14101 North Fwy # (I-45,,Houston,TX,77090,USA,2818727200,29.9711,-95.4215,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Gossett Volkswagen of Germantown,407460,7420 Winchester Rd,,Memphis,TN,38125,USA,9013288176,35.0514,-89.8162,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; ,,0
"Flow Motors of Winston-Salem, LLC",409218,425 Silas Creek Parkway,,Winston Salem,NC,27127,USA,3367233524,36.0661,-80.2465,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Wallace Volkswagen of Johnson City,407430,3101 East Oakland Ave.,,Johnson City,TN,37601,USA,4239520888,36.3594,-82.3852,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Leith Volkswagen,409220,2300 Auto Park Boulevard,,Cary,NC,27511,USA,9192055825,35.7373,-78.8131,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Sun:12:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Flow Volkswagen of Greensboro,409257,4100 W. Wendover Ave.,,Greensboro,NC,27407,USA,3368569050,36.0595,-79.8853,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
"Moffitt Volkswagen, Inc.",425612,1960 Old Minden Rd,Po Box 5855,Bossier City,LA,71111,USA,3187462175,32.5163,-93.7135,Fri:08:00-19:30; Mon:08:00-19:30; Sat:08:00-18:00; Thu:08:00-19:30; Tue:08:00-19:30; Wed:08:00-19:30; Sun:closed; ,,0
Momentum Volkswagen Jersey Village,425053,19550 Northwest Fwy,,Jersey Village,TX,77065,USA,8772050150,29.9109,-95.6110,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
West Houston Volkswagen,425047,17113 Katy Fwy,,Houston,TX,77094,USA,2819420186,29.7845,-95.6815,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of The Woodlands,425054,16785 Interstate 45 S,,The Woodlands,TX,77385,USA,8554360113,30.2121,-95.4555,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-21:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Gossett Volkswagen,407439,1875 Covington Pike,,Memphis,TN,38128,USA,9013288171,35.1764,-89.8973,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; ,,0
"Flow Companies of Burlington, LLC",409232,660 Huffman Mill Rd,,Burlington,NC,27215,USA,3362907878,36.0724,-79.4914,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Fairway Volkswagen,407434,2301 E. Stone Drive,,Kingsport,TN,37660,USA,4233781800,36.5445,-82.5044,,,0
Durham Volkswagen,409256,3823 Durham Chapel Hill Blvd.,,Durham,NC,27707,USA,8667463140,35.9693,-78.9545,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Hallmark Volkswagen,407455,2431 Gallatin Road No.,,Madison,TN,37115,USA,8558549082,36.3090,-86.6750,Fri:09:00-19:30; Mon:09:00-19:30; Sat:09:00-19:00; Thu:09:00-19:30; Tue:09:00-19:30; Wed:09:00-19:30; Sun:closed; ,,0
Leith Volkswagen of Raleigh,409221,4005 Capital Hills Drive,,Raleigh,NC,27616,USA,9192054011,35.8879,-78.5676,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Wallace Volkswagen of Bristol,407403,830 Windsor Avenue,,Bristol,TN,37620,USA,4234053146,36.5915,-82.1881,Fri:08:00-17:00; Mon:09:00-17:00; Sat:08:00-13:00; Thu:08:00-17:00; Tue:08:00-17:00; Wed:08:00-17:00; Sun:closed; ,,0
"Joe Pecheles Volkswagen, Inc.",409228,203 Southeast Greenville Ave,,Greenville,NC,27858,USA,8446605294,35.5797,-77.3795,Fri:09:00-19:30; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Wyatt Johnson VW of Clarksville,407418,505 North Riverside Drive,,Clarksville,TN,37040,USA,9312451120,36.5321,-87.3647,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Payne Volkswagen,425085,4017 N Expressway,,Brownsville,TX,78520,USA,8559022161,25.9618,-97.5107,Fri:07:30-20:00; Mon:07:30-20:00; Sat:09:00-17:00; Thu:07:30-20:00; Tue:07:30-20:00; Wed:07:30-20:00; Sun:closed; ,,0
Gorman-McCracken Volkswagen,425049,800 Highway 31 East,,Longview,TX,75604,USA,8442134980,32.4892,-94.7579,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-14:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
McLarty VW of North Little Rock,425373,6030 Landers Rd,,North Little Rock,AR,72117,USA,5019455353,34.8085,-92.2070,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Corpus Christi,425089,6902 S Padre Island Dr,,Corpus Christi,TX,78412,USA,3619045071,27.6964,-97.3466,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-16:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Owens-Murphy Volkswagen,425355,25 Colonel Glenn Plaza Dr,,Little Rock,AR,72210,USA,8777340311,34.7066,-92.4039,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Orr Volkswagen of Texarkana,425093,4545 N State Line Ave,,Texarkana,TX,75503,USA,8777946936,33.4626,-94.0435,Fri:08:30-19:00; Mon:08:30-19:00; Sat:08:30-18:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
Brazos Valley Volkswagen,425172,3100 Briarcrest Dr,,Bryan,TX,77802,USA,9797767600,30.6639,-96.3253,Fri:07:30-18:00; Mon:07:30-18:00; Sat:07:30-13:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Patterson Volkswagen of Tyler,425173,3800 Highway 31 West,,Tyler,TX,75702,USA,9032047850,32.3445,-95.3425,Fri:08:30-18:00; Mon:08:30-18:00; Sat:08:30-17:00; Thu:08:30-18:00; Tue:08:30-18:00; Wed:08:30-18:00; Sun:closed; ,,0
First Team Volkswagen,409455,6900 Peters Creek Road,,Roanoke,VA,24019,USA,5403624800,37.3466,-79.9577,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Terry Volkswagen,409427,19134 Forest Rd,,Lynchburg,VA,24502,USA,4342392601,37.3914,-79.2377,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Payne Mission,425161,2003 E Expressway 83,,Mission,TX,78572,USA,8559022151,26.1974,-98.2950,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Don Jacobs Volkswagen,403230,2689 Nicholasville Rd,,Lexington,KY,40503,USA,8778817241,37.9983,-84.5230,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Southern Volkswagen Greenbrier,409449,1248 S Military Hwy,,Chesapeake,VA,23320,USA,8886593962,36.8022,-76.2263,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Priority Volkswagen,409434,16300 Priority Way,,South Chesterfield,VA,23831,USA,8448969918,37.3059,-77.3931,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-19:00; Sun:12:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
"Neil Huffman Volkswagen, Inc.",403213,4926 Dixie Hwy,,Louisville,KY,40216,USA,5024486666,38.1703,-85.8279,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-19:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Bachman Volkswagen,403234,9652 Bluegrass Pkwy,,Louisville,KY,40299,USA,5024932920,38.2207,-85.5787,,,0
Onion Creek Volkswagen,425158,10812 I-35 South,,Austin,TX,78748,USA,8667660023,30.1447,-97.7957,Fri:07:00-19:00; Mon:07:00-19:00; Sat:07:00-17:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Checkered Flag Volkswagen,409412,3025 Virginia Beach Blvd,,Virginia Beach,VA,23452,USA,8669695878,36.8431,-76.0765,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-19:00; Sun:12:00-18:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Maund Automotive Group,425155,6900 Burnet Rd,,Austin,TX,78757,USA,5124581111,30.3466,-97.7373,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-15:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Garlyn Shelton Volkswagen,425163,5700 SW HK Dodgen Loop,,Temple,TX,76502,USA,8665406307,31.1075,-97.3896,Fri:08:30-19:00; Mon:08:30-19:00; Sat:09:00-18:00; Thu:08:30-19:00; Tue:08:30-19:00; Wed:08:30-19:00; Sun:closed; ,,0
"D-Patrick, Inc.",403300,200 N Green River Rd,,Evansville,IN,47715,USA,8122138144,37.9782,-87.4934,Fri:09:00-20:00; Mon:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; Sat:closed; ,,0
"Casey Imports, Inc.",409422,777 J Clyde Morris Blvd,,Newport News,VA,23601,USA,7579881200,37.0822,-76.4606,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Sun:12:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Hewlett Volkswagen,425016,7951 Hewlett Loop Rd.,,Georgetown,TX,78626,USA,8662886129,30.5772,-97.6913,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-18:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Brown's Volkswagen,409451,10501 Midlothian Tpke,,North Chesterfield,VA,23235,USA,8554244317,37.5065,-77.5915,Fri:09:00-17:00; Mon:09:00-17:00; Sat:09:00-17:00; Sun:12:00-18:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; ,,0
Moses Volkswagen of Huntington,409514,5210 U.S. Route 60 East,,Huntington,WV,25705,USA,8448273727,38.4131,-82.3402,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-17:00; Sun:13:00-17:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; ,,0
Joe Holland Volkswagen,409519,210 Maccorkle Ave Sw,,South Charleston,WV,25303,USA,3043068061,38.3680,-81.6993,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of Clarksville,403326,406 E. Lewis And Clark Pkwy,,Clarksville,IN,47129,USA,8779763804,38.3102,-85.7676,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Volkswagen of Marion,402200,4403 W Deyoung St,,Marion,IL,62959,USA,6185515100,37.7440,-88.9995,Fri:07:30-17:30; Mon:07:30-17:30; Sat:08:00-12:00; Thu:07:30-17:30; Tue:07:30-17:30; Wed:07:30-17:30; Sun:closed; ,,0
West Broad Volkswagen,409417,9001 W Broad St,,Richmond,VA,23294,USA,8042420380,37.6343,-77.5475,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Valley Volkswagen,409429,314 Lee Jackson Hwy,,Staunton,VA,24401,USA,5402136800,38.1173,-79.0679,Fri:08:00-20:00; Mon:08:00-20:00; Sat:09:00-17:00; Thu:08:00-20:00; Tue:08:00-20:00; Wed:08:00-20:00; Sun:closed; ,,0
Automax Volkswagen,425117,3301 E Central Texas Expy,,Killeen,TX,76543,USA,8004304607,31.0860,-97.7068,Fri:07:30-18:00; Mon:07:30-18:00; Sat:07:30-18:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Volkswagen of Alamo Heights,425073,1402 Ne Loop 410,,San Antonio,TX,78209,USA,2108281201,29.5153,-98.4457,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Flow Volkswagen,409432,1313 Richmond Rd,,Charlottesville,VA,22911,USA,4342964147,38.0333,-78.4505,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-17:30; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
Rusty Wallis Volkswagen,425156,12635 Lbj Freeway,,Garland,TX,75041,USA,8449209865,32.8667,-96.6631,Fri:09:00-20:00; Mon:09:00-21:00; Sat:09:00-20:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Ancira Volkswagen,425159,6125 Bandera Rd,,San Antonio,TX,78238,USA,2108761454,29.4864,-98.6062,Fri:08:30-21:00; Mon:08:30-21:00; Sun:11:00-19:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; Sat:closed; ,,0
Clay Cooley VW of Park Cities,425083,5555 Lemmon Ave,,Dallas,TX,75209,USA,8448936796,32.8283,-96.8250,Fri:07:00-19:00; Mon:07:00-19:00; Sat:08:00-18:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
Clay Cooley VW of Richardson,425030,300 N Central Expy,,Richardson,TX,75080,USA,8552097900,32.9545,-96.7314,Fri:07:00-19:30; Mon:07:00-19:30; Sat:08:00-18:00; Thu:07:00-19:30; Tue:07:00-19:30; Wed:07:00-19:30; Sun:closed; ,,0
Bill White Imports,425371,3510 South Zero Street,,Fort Smith,AR,72908,USA,8665784196,35.3270,-94.3967,Fri:08:00-18:00; Mon:08:00-18:00; Sat:08:00-18:00; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
North Park Volkswagen,425164,21315 W Interstate 10,,San Antonio,TX,78257,USA,8006110176,29.6403,-98.6186,Fri:08:30-20:30; Mon:08:30-20:30; Sat:08:30-20:00; Thu:08:30-20:30; Tue:08:30-20:30; Wed:08:30-20:30; Sun:closed; ,,0
Bobby Beck's McKinney Volkswagen,425168,3600 S Central Expy,,Mckinney,TX,75070,USA,8552455130,33.1635,-96.6449,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Randy Hiley Volkswagen of Arlington,425145,1461 E Interstate 20,,Arlington,TX,76018,USA,8175756000,32.6785,-97.0888,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Metro Volkswagen,425106,2035 W Airport Fwy,,Irving,TX,75062,USA,9726599999,32.8379,-96.9723,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Hendrick Volkswagen Frisco,425169,5010 State Highway 121,,Frisco,TX,75034,USA,4698506500,33.0863,-96.8451,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Kerry Volkswagen,403235,1020 Burlington Pike,,Florence,KY,41042,USA,8593718191,39.0076,-84.6594,Fri:07:30-18:00; Mon:07:30-18:00; Sat:08:00-17:00; Thu:07:30-18:00; Tue:07:30-18:00; Wed:07:30-18:00; Sun:closed; ,,0
Bobby Beck's Lewisville Volkswagen,425018,893 S Stemmons Fwy,,Lewisville,TX,75067,USA,8553154505,33.0354,-97.0004,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Beechmont Volkswagen,403120,8057 Beechmont Ave,,Cincinnati,OH,45255,USA,5134744777,39.0725,-84.3321,Fri:09:00-18:00; Mon:09:00-21:00; Sat:10:00-18:00; Sun:12:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
Ancira Volkswagen of Laredo,425165,2701 N.E. Bob Bullock Loop,,Laredo,TX,78045,USA,9562328298,27.6107,-99.4604,Fri:08:30-21:00; Mon:08:30-21:00; Sun:11:00-19:00; Thu:08:30-21:00; Tue:08:30-21:00; Wed:08:30-21:00; Sat:closed; ,,0
Volkswagen of Fredericksburg,409461,5208 Jefferson Davis Hwy,,Fredericksburg,VA,22408,USA,5408981600,38.2524,-77.4973,Fri:07:00-18:00; Mon:07:00-18:00; Sat:08:00-17:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Autobahn Motorcar Group,425157,2824 White Settlement Rd,,Fort Worth,TX,76107,USA,8173360885,32.7598,-97.3569,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-18:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Joseph Volkswagen of Cincinnati,403139,3813 Montgomery Rd,,Cincinnati,OH,45212,USA,8665780390,39.1490,-84.4659,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Crain Volkswagen of Fayetteville,425372,2011 West Foxglove Drive,,Fayetteville,AR,72704,USA,8552369020,36.1007,-94.1874,Fri:09:00-20:00; Mon:09:00-20:00; Sat:09:00-20:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
Kings Volkswagen,403150,9570 Kings Auto Mall Rd,,Cincinnati,OH,45249,USA,5136772710,39.2965,-84.3086,Fri:08:00-18:00; Mon:08:00-20:00; Sat:08:30-14:30; Thu:08:00-18:00; Tue:08:00-18:00; Wed:08:00-18:00; Sun:closed; ,,0
Fairfield Volkswagen,403207,6065 Dixie Hwy,,Fairfield,OH,45014,USA,5138746980,39.3261,-84.5119,Fri:07:30-18:00; Mon:07:30-20:00; Sat:08:00-14:00; Thu:07:30-20:00; Tue:07:30-20:00; Wed:07:30-20:00; Sun:closed; ,,0
"Larry Simmons, Inc.",409520,1710 14th Street,,Parkersburg,WV,26101,USA,8663083390,39.2667,-81.5367,Fri:09:00-20:00; Mon:09:00-20:00; Sat:08:00-17:00; Thu:09:00-17:30; Tue:09:00-17:30; Wed:09:00-20:00; Sun:closed; ,,0
Royal Volkswagen of Bloomington,403332,3333 E 3rd St,,Bloomington,IN,47401,USA,8442422047,39.1647,-86.4910,Fri:09:00-19:00; Mon:09:00-19:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; Sat:closed; ,,0
Southwest Volkswagen of Weatherford,425171,2951 Fort Worth Hwy,,Weatherford,TX,76087,USA,8559789733,32.7579,-97.7094,Fri:07:00-18:00; Mon:07:00-18:00; Sat:07:00-14:00; Thu:07:00-18:00; Tue:07:00-18:00; Wed:07:00-18:00; Sun:closed; ,,0
Volkswagen Clarksburg,409517,Us Route 19 South,,Clarksburg,WV,26301,USA,8886039782,39.2720,-80.3698,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Karen Radley Volkswagen,409453,14700 Jefferson Davis Hwy,,Woodbridge,VA,22191,USA,8554507323,38.6341,-77.2735,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-18:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Auffenberg Volkswagen,402131,1708 New Car Dr,,O Fallon,IL,62269,USA,6186224517,38.5964,-89.9572,Fri:09:00-20:00; Mon:09:00-15:00; Sat:08:30-18:00; Thu:09:00-20:00; Tue:09:00-20:00; Wed:09:00-20:00; Sun:closed; ,,0
White-Allen European Auto Group,403163,648 North Springboro Pike,,Dayton,OH,45449,USA,8663086703,39.6503,-84.2232,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Volkswagen of Springfield,424172,3145 S Campbell Ave,,Springfield,MO,65807,USA,4174504040,37.1578,-93.2972,Fri:08:30-20:00; Mon:08:30-20:00; Sat:08:30-20:00; Thu:08:30-20:00; Tue:08:30-20:00; Wed:08:30-20:00; Sun:closed; ,,0
Suntrup Volkswagen,424125,6000 S Lindbergh Blvd,,Saint Louis,MO,63123,USA,3148928200,38.5209,-90.3439,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-18:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-21:00; Sun:closed; ,,0
Waldorf Volkswagen,409130,2282 Crain Hwy,,Waldorf,MD,20601,USA,3018431234,38.6483,-76.8859,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Sheehy Volkswagen of Springfield,409459,6601 Backlick Road,,Springfield,VA,22150,USA,7034512380,38.7756,-77.1834,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-19:00; Sun:12:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
"Fairfax Imports, Inc.",409446,11050 Main Street,,Fairfax,VA,22030,USA,7032736700,38.8545,-77.3268,Fri:09:00-17:00; Mon:09:00-17:00; Thu:09:00-17:00; Tue:09:00-17:00; Wed:09:00-17:00; Sun:closed; Sat:closed; ,,0
Dreyer & Reinbold of Greenwood,403313,1301 U.S. 31 South,,Greenwood,IN,46143,USA,8009419208,39.5978,-86.1034,Fri:09:00-18:00; Mon:09:00-19:30; Sat:10:00-17:00; Thu:09:00-19:30; Tue:09:00-18:00; Wed:09:00-18:00; Sun:closed; ,,0
The Dean Team of Kirkwood,424122,10205 Manchester Rd,,Kirkwood,MO,63122,USA,3149660303,38.6013,-90.3944,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-18:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-21:00; Sun:closed; ,,0
Beyer Volkswagen,409436,4015 Valley Pike,,Winchester,VA,22602,USA,5408683000,39.1165,-78.1987,Fri:09:00-19:00; Mon:09:00-19:00; Sat:09:00-19:00; Thu:09:00-19:00; Tue:09:00-19:00; Wed:09:00-19:00; Sun:closed; ,,0
The Dean Team of Ballwin,424140,15121 Manchester Rd,,Ballwin,MO,63011,USA,8558780927,38.5932,-90.5522,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-18:00; Thu:09:00-18:00; Tue:09:00-18:00; Wed:09:00-21:00; Sun:closed; ,,0
Alexandria Volkswagen,409416,107 W Glebe Rd,,Alexandria,VA,22305,USA,8667471436,38.8366,-77.0598,Fri:09:00-21:00; Mon:09:00-21:00; Sat:09:00-18:00; Sun:12:00-17:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; ,,0
"Stohlman Volkswagen, Inc.",409415,8433 Leesburg Pike,,Vienna,VA,22182,USA,8663085831,38.9237,-77.2378,Fri:09:00-20:00; Mon:09:00-21:00; Sat:09:00-18:00; Thu:09:00-21:00; Tue:09:00-21:00; Wed:09:00-21:00; Sun:closed; ,,0
Lindsay Volkswagen of Dulles,409460,22455 Lindsay Cars Court,,Sterling,VA,20166,USA,7038808000,38.9978,-77.4335,Fri:07:30-18:00; Mon:07:00-19:00; Sat:08:00-16:00; Thu:07:00-19:00; Tue:07:00-19:00; Wed:07:00-19:00; Sun:closed; ,,0
